""	"SHS-1-1-HS0hr"	"SHS-1-2-HS48hr"	"SHS-1-3-HS72hr"	"SHS-1-8-Sa"	"SHS-1-9-Aly"	"SHS-2-1-HS0hr"	"SHS-2-2-HS48hr"	"SHS-2-3-HS72hr"	"SHS-2-8-Sa"	"SHS-2-9-Aly"
"FBgn0035241"	5.05974283157014	3.93683571443262	2.45419899238566	3.22055304845317	4.1219022300698	4.84209024945839	4.15701102651043	2.34730999917446	3.20292372561685	3.98610692012091
"FBgn0035243"	6.70754478602679	7.96945729573957	7.81030982843606	8.19608113983949	7.93278647295856	6.78142879818464	8.01363992937872	7.9588750990714	8.17824360464982	7.83870334289437
"FBgn0035244"	9.45961269043068	10.2138897535786	10.6652590088308	10.4768414785974	10.3810520027363	9.40860908167395	10.2738495654077	10.6678050048774	10.3672521655862	10.3196529258659
"FBgn0035245"	3.62930753220677	4.13736130401829	5.77945446815102	4.36519479962171	5.36255946651957	3.25332388591031	3.56319129763448	5.67925771408963	3.93520428683008	5.25412597272956
"FBgn0035246"	11.0269078308373	9.48566595475319	9.21764768014985	11.1768236399098	11.2968187761329	10.9477802558902	9.50764064470311	9.35375749013422	11.2275628088305	11.2875854017392
"FBgn0035247"	8.93346315134368	8.31670949885043	8.76759576235786	8.66650995922912	9.63781811454411	9.11693281371379	8.3670468225654	8.79205194913047	8.6435621795452	9.61479619261074
"FBgn0035248"	6.03994885505148	5.39018223366825	5.10305565654158	5.22222389784178	5.62533174897504	5.7567620174722	5.42077669870029	5.46603579914118	5.26326634185745	5.44700689911916
"FBgn0035249"	8.61160790564287	9.41106467521959	8.02707678062631	8.3220619372685	10.1997398018396	8.68005600137221	9.37601699624274	7.93166475622779	8.35864900709656	10.2200682997088
"FBgn0035251"	10.635482264831	10.397758288326	9.67603123382899	10.0092587134217	10.8143532322387	10.6668648397999	10.4253277738977	9.7107450310156	9.92640211995123	10.8220077567826
"FBgn0035252"	8.81331476432571	8.45591144893855	8.21972451355911	8.55018361176856	8.59479599142551	8.71401178166222	8.52060556104258	8.34682184773494	8.55196007836758	8.55074524610728
"FBgn0035253"	11.872145977843	11.6602095086565	10.6356843841718	10.8616299833254	13.3004414446202	11.8685692688705	11.6785083687591	10.6244142253109	10.8558827453432	13.350543724084
